Protein_key,DegreeCentrality,EigenvectorCentrality,BetweennessCentrality,ClosenessCentrality,Clustering
6183.Smp_066960.2,0.017176173967853765,0.002938197262659714,1.4047270120096651e-05,0.455374497761062,0.519028202514441
6183.Smp_059360.1,0.033879609202647334,0.004719012853736788,1.4352520836500546e-05,0.45410286626939067,0.7125842208215605
6183.Smp_147860.1,0.029309801449732113,0.003219228090362578,0.00011286915507199986,0.45097067697634297,0.2961929671607091
6183.Smp_162210.1,0.02206114087614245,0.0012832824439580573,9.118794232484601e-05,0.4613035081697927,0.12929085303186022
6183.Smp_122910.1,0.25843050740624013,0.03992644563636521,0.0018285745329229728,0.5652910803385606,0.2606854268664712
6183.Smp_015220.1,0.037976678222502364,0.006226607074147861,1.3204376876360112e-05,0.4664950813032961,0.5617911479944675
6183.Smp_181470.1,0.017176173967853765,0.0013690927096149368,1.2340079351982977e-05,0.4503941929066338,0.3470948012232416
6183.Smp_163400.1,0.0020485345099275133,0.0002157635740925611,8.835687429897117e-08,0.386236335585768,0.23076923076923078
6183.Smp_001410.1,0.028837062716671916,0.0016848237412465346,5.740433981907965e-05,0.462346039973632,0.25785143817930706
6183.Smp_043320.1,0.04538291837377875,0.007981406522433602,1.3505329803828084e-05,0.4833473538844837,0.42121564072783585
6183.Smp_145070.1,0.0001575795776867318,2.0628392839149458e-07,0.0,0.2757271697021134,0.0
6183.Smp_157620.1,0.04018279231011661,0.00760587593007815,3.2915022229062184e-05,0.46670105455282296,0.6012351397251814
6183.Smp_125810.1,0.14985817838008192,0.02702760540858142,0.00016249514855658202,0.5244790465033337,0.3357241684653274
6183.Smp_161590.1,0.0033091711314213674,0.00013081782899925849,7.768180675590969e-07,0.39073381987051387,0.6619047619047619
6183.Smp_066150.1,0.006618342262842735,0.00031793436946551945,2.008218901454235e-05,0.42961662581752547,0.12775842044134728
6183.Smp_146720.1,0.04223132682004412,0.0063322526656655964,0.00011889877210604253,0.4822080771227426,0.3730784280842976
6183.Smp_169960.1,0.13599117554364953,0.02466404513429819,0.00020694003814841012,0.5202198860075721,0.3821826951254594
6183.Smp_083880.1,0.047589032461393,0.008398341268442352,1.5706298329094713e-05,0.4848995053381994,0.4214648742601923
6183.Smp_081250.1,0.058462023321777495,0.0071215789138943586,5.116121517469184e-05,0.47752433027018376,0.5068551030815182
6183.Smp_140480.1,0.013867002836432397,0.0005730209281004947,0.0003386449202168411,0.4244696225365311,0.42424242424242425
6183.Smp_123340.1,0.000787897888433659,2.293789933181804e-05,0.0,0.32831188229633534,1.0
6183.Smp_134510.1,0.0020485345099275133,0.0001564047332309041,8.670892438348669e-08,0.38373574334835786,0.38461538461538464
6183.Smp_153220.1,0.18074377560668137,0.028080126074653478,0.0005481678549408743,0.53745768053545,0.2680183984017796
6183.Smp_024860.1,0.028049164828238257,0.006109447565147376,1.6519389799294516e-05,0.4639356715668113,0.5685266298482828
6183.Smp_064640.1,0.14056098329656475,0.01688794128198649,0.00032250788040230453,0.5194954644756152,0.30361411826284773
6183.Smp_164200.1,0.017018594390167032,0.0013349648589789415,4.422233734715782e-05,0.4495959613156324,0.2602976808584285
6183.Smp_076600.1,0.05074062401512763,0.008857429157247987,6.021493531985823e-05,0.4823547786977723,0.4895609605077301
6183.Smp_147840.1,0.013394264103372203,0.0006208431213948271,2.8771637185054404e-05,0.4264676639310276,0.3123249299719888
6183.Smp_203320.1,0.027576426095178064,0.004530666916434904,3.542531632542869e-05,0.4709639559125435,0.33280788177339904
6183.Smp_056970.1,0.13693665300976993,0.01992296253540599,0.0009166838636567519,0.5254785508590861,0.2617474399834547
6183.Smp_100070.1,0.0001575795776867318,3.66737464286624e-05,0.0,0.3462168703088934,0.0
6183.Smp_146180.1,0.053104317680428614,0.006648627118124327,0.00017698103836389503,0.48950298165470135,0.26239932174650277
6183.Smp_180480.1,0.012448786637251812,0.0016811288139625981,1.6606585323533874e-06,0.41795180112813435,0.7750730282375852
6183.Smp_142440.1,0.022376300031515913,0.004020384803119267,6.873312397073603e-06,0.45132369985185816,0.4937568674458096
6183.Smp_194800.1,0.18121651433974156,0.02299665510549338,0.0008540492051809101,0.5356419451282357,0.2544670223634919
6183.Smp_138450.1,0.003624330286794831,0.0006357036251613873,2.8669504278653154e-06,0.4040520279254785,0.39920948616600793
6183.Smp_135160.1,0.12606366214938544,0.02346250203143803,0.0001547403906399715,0.515274669346629,0.4102784730913642
6183.Smp_172410.1,0.04947998739363378,0.009357784771237568,4.828986145808449e-05,0.48423307859191494,0.4699741560000814
6183.Smp_212450.1,0.000787897888433659,6.920699656628396e-05,2.677490533387148e-09,0.3454436859479444,0.3
6183.Smp_073290.1,0.02017018594390167,0.0037016311223095886,1.5118275030305735e-05,0.456620392419779,0.6002706692913385
6183.Smp_144660.1,0.0009454774661203907,0.0001694095758959013,9.642299178605004e-09,0.35511510332707935,0.2
6183.Smp_039820.1,0.01780649227860069,0.003272063803611674,1.1497920102161904e-05,0.4571799762340189,0.42035398230088494
6183.Smp_173840.1,0.14560352978254018,0.02320063231750002,0.0004374130491684256,0.5267879915539755,0.30868661854577345
6183.Smp_043620.1,0.03435234793570753,0.002651181108094758,0.00010009843830815155,0.474523055018205,0.21079778463619836
6183.Smp_150220.2,0.10195398676331546,0.016397155631792094,0.0003068170014772081,0.50853986290741,0.37785253204836805
6183.Smp_160470.1,0.043807122596911434,0.007599675359921471,2.1366879874265334e-05,0.48320004802425226,0.46658701919330964
6183.Smp_068720.1,0.02395209580838323,0.005344972453814855,4.8176879721661045e-06,0.464717566521456,0.6351516207737887
6183.Smp_136350.1,0.012921525370312006,0.0011645652156554707,8.296348677259559e-05,0.42359074474474423,0.5242396868413128
6183.Smp_007190.1,0.010242672549637566,0.0011883726027895776,7.2314519844171625e-06,0.4287453103243855,0.2264423076923077
6183.Smp_138910.1,0.030728017648912698,0.0063094112344568186,3.871768556321451e-05,0.4725078699387804,0.5537404176579435
6183.Smp_150470.1,0.00047273873306019534,4.31981173179197e-05,4.104230815564151e-09,0.35382730586466804,0.6666666666666666
6183.Smp_131520.1,0.023006618342262843,0.0036721336093179175,2.1063164451295427e-05,0.45400534256699193,0.46773736419461504
6183.Smp_018590.1,0.09691144027734006,0.01699507416591406,0.0003151929879535993,0.5031337271176763,0.4228171923413045
6183.Smp_195000.1,0.005830444374409076,0.0006577605942069835,1.061458563837653e-05,0.4329010669159256,0.25975975975975973
6183.Smp_029820.1,0.05278915852505515,0.006794628075341415,3.7117492736960355e-05,0.48264844979591404,0.5407632496201626
6183.Smp_146190.1,0.0683895367160416,0.008320147649117827,8.453564471466133e-05,0.4869846141686486,0.5243452070539905
6183.Smp_133110.1,0.0020485345099275133,0.00022780055031884904,4.761844537501679e-08,0.38497029442262415,0.5128205128205128
6183.Smp_035650.1,0.029309801449732113,0.004974791602516523,5.867239133939978e-05,0.4589998284952096,0.44370822435338564
6183.Smp_143240.1,0.005200126063662149,0.0003136032277286636,2.7250935539226855e-06,0.39425591385790815,0.4640151515151515
6183.Smp_181000.1,0.011818468326504884,0.0019266945667109645,5.795689667714252e-06,0.4481979244041209,0.5322522522522523
6183.Smp_141440.1,0.055940750078789785,0.011463510347858976,2.6795962609556752e-05,0.4882969379672244,0.5006127158430811
6183.Smp_160880.1,0.010872990860384494,0.0002686147008685955,6.11003511492817e-05,0.39654852937649665,0.24254049445865303
6183.Smp_051210.1,0.07043807122596911,0.01045941302173588,0.00013958813385799783,0.4970609475913716,0.30735044792889316
6183.Smp_079910.1,0.03498266624645446,0.00599051814041749,1.7099040627652294e-05,0.460733790796826,0.514940279646162
6183.Smp_156950.1,0.026946107784431135,0.004913971344034825,3.650585947537049e-06,0.46359653730397005,0.6224286205710354
6183.Smp_129760.1,0.08903246139300346,0.010441148290103465,0.00020597937522653326,0.49593373712217004,0.39122575786104313
6183.Smp_029230.1,0.005672864796722344,0.0005573387628587385,2.0430045717193405e-06,0.4202505221866219,0.3984126984126984
6183.Smp_169140.1,0.03986763315474314,0.006592692991866175,2.6766296892887076e-05,0.47275442641209914,0.4614781353911789
6183.Smp_180510.1,0.0034667507091080993,0.0003289284612325236,2.397963003370473e-06,0.4030505643672266,0.19047619047619047
6183.Smp_120070.1,0.03561298455720138,0.0025120783616553654,0.00011306590604653812,0.4746651171557751,0.20495575221238937
6183.Smp_094360.1,0.012606366214938543,0.0025990478914666715,1.8662153762443965e-07,0.42560906182929403,0.8174050632911393
6183.Smp_079950.1,0.030097699338165772,0.005109987897211609,0.00010981969912361908,0.4759475144704173,0.4592449710664095
6183.Smp_094660.1,0.0018909549322407813,0.0001745134504192345,1.654417489131671e-06,0.4057322391605342,0.10606060606060606
6183.Smp_144390.1,0.22691459186889376,0.03629928010092523,0.0007651870003514246,0.5528725159374345,0.2745531233109412
6183.Smp_129130.1,0.05468011345729593,0.007738508780679291,0.00010909949495611556,0.48720908276241154,0.4101547533774217
6183.Smp_069220.2,0.022691459186889376,0.0035022328549209544,0.0003626177582448465,0.45183817542877674,0.7681623931623932
6183.Smp_003660.1,0.20895052001260636,0.025054939915672817,0.0014508718141930848,0.5431190057650347,0.23377216198525855
6183.Smp_165340.1,0.01575795776867318,0.0015379938677577804,2.309211449165046e-05,0.4538104207741188,0.19515151515151516
6183.Smp_064590.1,0.03261897258115348,0.004194697424984967,7.277228984907501e-05,0.46261584581795245,0.4328127198536654
6183.Smp_144310.1,0.07847462968799243,0.01032238609017331,0.00021843579607767213,0.49473442782731186,0.4146566143851058
6183.Smp_148370.1,0.010400252127324297,0.0026879321686022594,2.2020598092541527e-07,0.44060029389456096,0.7286713286713287
6183.Smp_175930.1,0.0341947683580208,0.004596179268254605,2.701111742290757e-05,0.4734249500088318,0.39213176309950504
6183.Smp_122030.1,0.054522533879609196,0.010624229125476546,3.6805535247151706e-05,0.4857909330002536,0.5726396917148362
6183.Smp_157310.1,0.0877718247715096,0.017139295354633762,0.0001435233827325751,0.49713887515233285,0.5430944293039536
6183.Smp_007260.2,0.06571068389536716,0.008683062154382736,0.0005938390842718582,0.49996063305623256,0.26267063272458957
6183.Smp_165060.1,0.0001575795776867318,1.7721009122985643e-05,0.0,0.3335612807194189,0.0
6183.Smp_142990.1,0.14197919949574533,0.025302779485768544,0.0008777236455512045,0.5259143071828768,0.3545098039215686
6183.Smp_160260.1,0.0006303183107469272,8.178045457557071e-06,2.7371051535972345e-07,0.33114038378855004,0.0
6183.Smp_134990.1,0.00047273873306019534,6.96534753192413e-06,9.216286049121029e-09,0.3235549528247697,0.0
6183.Smp_067540.1,0.016073116924046643,0.002443477946112228,8.305045508848002e-06,0.45077835171784136,0.45195107746068724
6183.Smp_161080.1,0.027891585250551527,0.006076394267734533,5.837140726987605e-05,0.46977782446802296,0.5106574216743708
6183.Smp_103320.1,0.025212732429877087,0.0030746921629481445,3.652294962654186e-05,0.4694996024813674,0.317059748427673
6183.Smp_014400.3,0.05011030570438071,0.011423027502937153,1.7049702662880964e-05,0.47853320986329967,0.6070670396603377
6183.Smp_137800.1,0.054207374724235736,0.008051214714894969,2.5074255264390938e-05,0.47766819539943595,0.5014916265509526
6183.Smp_145770.1,0.018121651433974154,0.0034568254143260797,9.495792833486838e-06,0.45345349852125777,0.6271548436308162
6183.Smp_101780.1,0.03450992751339426,0.004988226619911837,0.00011524580448409834,0.4803090450104749,0.38238867244773994
6183.Smp_142780.1,0.056098329656476514,0.009525938848281899,2.345351459088774e-05,0.48052740038780956,0.5237537585060927
6183.Smp_087860.1,0.01591553734635991,0.0010369584298423288,2.7950639886715106e-05,0.44985108741086044,0.21366336633663366
6183.Smp_136030.1,0.005988023952095808,0.000474617657243994,3.4673440155659776e-06,0.4078719294049978,0.2603129445234708
6183.Smp_040190.1,0.042073747242357386,0.009685117330385653,1.3721467354077633e-05,0.47784814875816084,0.601250316803244
6183.Smp_070390.1,0.05074062401512763,0.008073911941988327,0.000128300582445701,0.49327219649360743,0.3424082351347691
6183.Smp_197880.1,0.12275449101796407,0.018735809663057608,0.0003350034900181112,0.5140217725983394,0.3302335404628569
6183.Smp_157980.1,0.15411282697762368,0.023927020891993264,0.0003463254700313932,0.5264818720171269,0.29907504505466215
6183.Smp_069880.1,0.0575165458556571,0.007640231328877159,6.386831305488356e-05,0.48096470728942137,0.5454162276080085
6183.Smp_027010.2,0.020485345099275132,0.0027665504961380603,8.026577274396866e-06,0.460399319805322,0.4566487775790101
6183.Smp_186670.1,0.04396470217459817,0.005218496169220366,0.00010386481361881964,0.4868350833129892,0.2569815115649416
6183.Smp_050880.1,0.0018909549322407813,9.378971633612035e-05,1.0155847334123156e-06,0.35735620839118215,0.09090909090909091
6183.Smp_051010.1,0.1730223763000315,0.02947723760518652,0.0005293288550407204,0.5350544697813474,0.35995669594007834
6183.Smp_145020.1,0.0445950204853451,0.004873371185129342,0.00027010963592533755,0.4850849495424744,0.1861263564143047
6183.Smp_212560.1,0.0341947683580208,0.0031582766808287716,0.00017439341963524664,0.475554936286616,0.18936678614097968
6183.Smp_060950.1,0.03703120075638197,0.004630719639560792,8.50725331546709e-05,0.47573330060147856,0.46390252773231494
6183.Smp_151100.1,0.07028049164828237,0.011578693795187629,0.0001087551808815017,0.4962053540660598,0.39628155388723735
