Protein_key,DegreeCentrality,EigenvectorCentrality,BetweennessCentrality,ClosenessCentrality,Clustering,SubgraphCentrality,is_essential
4932.YMR103C,0.006100422336931,0.0005688986404198,1.7155601690311244e-06,0.4353125425575378,0.4561403508771929,1.694668556443428e+247,0
4932.YLR218C,0.020178320037541,0.0022121011982757,3.223418045733583e-05,0.4720519825740235,0.2629602713178294,2.5630677909884607e+248,0
4932.YMR071C,0.0087595807914906,0.0011047441270329,5.948853189088224e-06,0.4654871122761031,0.2038961038961039,6.390963809701383e+247,1
4932.YPL239W,0.1187236039418113,0.0249480528681429,0.0002335622544021,0.519713844402894,0.2681002986153841,3.2595728305939524e+250,0
4932.YJR112W,0.019709056780854,0.0020762899985258,2.896043232011939e-05,0.4732400621807683,0.3043809523809523,2.2571651217877947e+248,1
4932.YFL014W,0.0683560143907398,0.0097807954864948,0.0002229050540156,0.5027129039867894,0.2563034031028908,5.00915829971684e+249,0
4932.YPL191C,0.006100422336931,0.0011747137646871,8.528310547690324e-07,0.4400770978178564,0.2847503373819163,7.226380496562493e+247,0
4932.YBR014C,0.0461442202408884,0.0070799407415033,0.0001431421988459,0.4941640256628275,0.2440447365386832,2.625010483216897e+249,0
4932.YPR072W,0.0613170655404348,0.0129352524035029,0.0001051270913594,0.4976646426903316,0.2755623988725925,8.764531590739987e+249,0
4932.YJL011C,0.0350383231659627,0.0072633144217767,6.934462737288069e-05,0.4785537839658657,0.41736066623959,2.763916576657526e+249,1
4932.YDL097C,0.0749256999843579,0.0164754345094759,0.0001435238660212,0.5046972448093471,0.3048366104419074,1.4216659571338781e+250,1
4932.Q0075,0.0068825277647426,0.0007435861996797,1.937568669579384e-06,0.4302153432032301,0.4883720930232558,2.8961792694082975e+247,0
4932.YOR342C,0.01877053026748,0.0050374031656784,9.284474338189467e-06,0.4750334373606776,0.7109243697478992,1.3295503720942327e+249,0
4932.YBR077C,0.0222117941498514,0.002729533928221,3.588389266543147e-05,0.4770539511976718,0.2413345320147837,3.901163740750478e+248,0
4932.YML066C,0.008446738620366,0.0007594394689289,1.1716721727817824e-05,0.4478458844133099,0.1830887491264849,3.019802830619139e+247,0
4932.YHR199C-A,0.0078210542781166,0.0008738576934452,2.687545456622518e-06,0.4348683763009319,0.4391836734693877,3.997640903572373e+247,0
4932.YBR150C,0.0101673705615516,0.001280416474846,7.350165981267554e-06,0.4680773173231805,0.2442307692307692,8.58540167735671e+247,0
4932.YLR288C,0.0337869544814641,0.004408632940347,5.189135066086135e-05,0.4794150731158605,0.3980189491817398,1.017610239474826e+249,0
4932.YDR450W,0.113405287032692,0.0303974260890814,0.0001164068351957,0.5161055945749576,0.4327681463135835,4.8407287715443494e+250,0
4932.YPL102C,0.0050054747379946,0.0005654736188357,3.6654937356682143e-06,0.4143764583873476,0.3245967741935484,1.6747998081784065e+247,0
4932.YOL097W-A,0.0007821054278116,0.0001846917782223,1.3020719155558556e-08,0.3841023792357606,0.3,1.7864621803132372e+246,0
4932.YNL088W,0.1911465665571719,0.0377530488198713,0.0010392209905118,0.5423311842551748,0.2171437916118767,7.464681770790984e+250,1
4932.YHR107C,0.0480212732676364,0.0067580046508643,7.634717389188564e-05,0.4935155164427975,0.2864533435524046,2.3911319093629044e+249,1
4932.YHR182W,0.0031284217112466,0.0004139140227268,2.5368270961369903e-06,0.4509734762979684,0.331578947368421,8.970310335440083e+246,0
4932.YMR085W,0.0502111684655091,0.0095223968993462,7.31735609062534e-05,0.4920341722465943,0.2608644859813084,4.748961085438095e+249,0
4932.YGL222C,0.0270608478022837,0.003514968922949,4.995991460870151e-05,0.4856795563321431,0.2853206076085495,6.470902774977035e+248,0
4932.YLR069C,0.1471922415141561,0.0349128896995742,0.000440727571738,0.5275623040105628,0.3163474800461257,6.385209810746606e+250,0
4932.YBL100W-A,0.0134522133583607,0.0013408258925222,2.472481709681904e-05,0.4513555492798644,0.2196990424076607,9.41108652684855e+247,0
4932.YLR111W,0.004223369310183,0.0003774151796433,5.5211413512965816e-05,0.4108347792558319,0.2193732193732193,7.459046571602244e+246,0
4932.YNL076W,0.0198654778664163,0.0030902543110898,1.500653861336543e-05,0.4814006024096385,0.2715910511186101,5.000284056323171e+248,0
4932.YOL078W,0.0317534803691537,0.0048593068508265,5.835984187069408e-05,0.4880897846999542,0.2754718821635858,1.236376776819713e+249,1
4932.YDR111C,0.0802440168934772,0.0127965921520034,0.0001729508095778,0.504259346900142,0.2894432261208577,8.575737579875688e+249,0
4932.YGR225W,0.0947911778507742,0.0151694986508213,0.0004845787713279,0.5115218434949592,0.2511632981479966,1.2048736859346174e+250,0
4932.YHR140W,0.0128265290161113,0.0009965078349,1.902862971099082e-05,0.4565776317668904,0.1511592893706715,5.1993046814572685e+247,0
4932.YGL016W,0.0314406381980291,0.0051377764229642,6.163522341950364e-05,0.4871599481825802,0.2172139303482587,1.3824068910777442e+249,0
4932.YLR007W,0.031909901454716,0.0045952316984437,4.94196126838875e-05,0.4838050552444377,0.2683763160436588,1.1056330073600494e+249,1
4932.YJL066C,0.0498983262943844,0.0056344110062632,0.000157086440865,0.4895474385481277,0.2589065672995406,1.6624383052419676e+249,0
4932.YGR240C,0.1282652901611137,0.0247033290611689,0.0004047252067054,0.5215795055886432,0.2437446022811876,3.19603963349456e+250,0
4932.YDR008C,0.001877053026748,0.0002172333206922,2.2080654621266786e-07,0.3961948438274665,0.3181818181818182,2.471141265843451e+246,0
4932.YMR028W,0.0553730642890661,0.0095411247830782,0.0002091298359275,0.4966980032631497,0.2290456298714809,4.766975104245562e+249,1
4932.YPL163C,0.0165806350696073,0.0013023853974933,3.066277974159889e-05,0.4705232943254581,0.1653189577717879,8.880671118512836e+247,0
4932.YLL056C,0.0315970592835914,0.0037904748086364,8.696663047442672e-05,0.4766982327939751,0.2250135461307325,7.523627917000824e+248,0
4932.YPR185W,0.0376974816205224,0.0044305142560788,7.424734149833857e-05,0.49033594109526,0.2414246196403872,1.0276792520741991e+249,0
4932.YDL189W,0.0284686375723447,0.0040321493612195,5.878436770282601e-05,0.4870486058205089,0.1741242183231133,8.514116119350322e+248,0
4932.YOR311C,0.0359768496793367,0.0042272724839593,7.853918605266268e-05,0.4860118595104151,0.195481298651984,9.357635751639823e+248,0
4932.YBR002C,0.0595964335992491,0.010603136276236,0.0001722327471639,0.4987128481160777,0.2201823456278491,5.888692603876335e+249,1
4932.YLL018C-A,0.0355075864226497,0.004776288008025,7.108692811424016e-05,0.478876404494382,0.2564032591321976,1.1948502328783236e+249,0
4932.YMR273C,0.0294071640857187,0.0043084809818774,4.5523142473849055e-05,0.4874571101791841,0.241779497098646,9.719322026959324e+248,0
4932.YDR261C,0.0143907398717347,0.0013176494346927,3.305475415745008e-05,0.4723658933057484,0.1626851409460105,9.090813807399926e+247,0
4932.YKL053C-A,0.0380103237916471,0.0050783559490891,7.85929269717235e-05,0.4856795563321431,0.233717647859062,1.3507425647391818e+249,0
4932.YDR110W,0.0405130611606444,0.0065818718447069,6.271155858100273e-05,0.4892102846648301,0.2937355960611774,2.268491686220181e+249,0
4932.YNL092W,0.0279993743156577,0.0033051867792405,0.000273274022413,0.4819086386250565,0.2041930826690101,5.721190025682754e+248,0
4932.YOR170W,0.0003128421711246,2.0721644747422598e-07,0.0,0.2584596725288053,1.0,2.250665965028224e+240,0
4932.YDR510W,0.2372907867980604,0.0428847815178362,0.0026045603202286,0.5580481843575419,0.1751530151684601,9.63174818530774e+250,1
4932.YPL179W,0.0841545440325356,0.0150825147757004,0.0001430533604582,0.5083088176830722,0.2658927125085668,1.191136409397372e+250,0
4932.YIR013C,0.0466134834975754,0.0063794376211479,0.000155687691253,0.4930967990744311,0.271529613811493,2.130650719713211e+249,0
4932.YGL131C,0.0586579070858751,0.0078692755056267,0.0002020209400166,0.4997264128820449,0.2140320855614973,3.2424837832023973e+249,0
4932.YDR282C,0.0109494759893633,0.0016841012164896,8.78974889889924e-06,0.4573288504184848,0.2198757763975155,1.485411538989463e+248,0
4932.YKR070W,0.0376974816205224,0.0064277078313313,3.861609878570792e-05,0.4884627139364303,0.2352351313969571,2.163757504952017e+249,0
4932.YCR052W,0.0516189582355701,0.0081664698492029,0.0001727040122274,0.4950824750251684,0.3240490006447453,3.491883952501735e+249,1
4932.YPL142C,0.011262318160488,0.0010339987383847,0.0002544591304948,0.4283130108535442,0.2468701095461659,5.601143291947262e+247,0
4932.YEL038W,0.024401689347724,0.0040861204175095,2.3029604364052963e-05,0.4781242988557325,0.2299421009098428,8.744555623064395e+248,0
4932.YDR358W,0.0810261223212889,0.0101084597185937,0.0003158269140844,0.5055753262158956,0.205439758631248,5.350001788490617e+249,0
4932.YFL028C,0.0237760050054747,0.0036667455795944,3.50992609398646e-05,0.4769827650526002,0.1922272568839317,7.042707032378761e+248,0
4932.YER010C,0.01877053026748,0.0036265150388794,9.705846703334044e-06,0.4714254111053757,0.2492997198879551,6.888659108510846e+248,0
4932.YJL047C,0.0940090724229626,0.0159100236010649,0.0002657287172728,0.5105414470531864,0.2664059900166389,1.3254016789560365e+250,0
4932.YIL053W,0.0575629594869388,0.010535123388288,0.0001614025460874,0.4968910306233484,0.2567231370690676,5.812794350154321e+249,0
4932.YMR064W,0.018301267010793,0.0025020831778176,2.149270176876872e-05,0.4752099903367279,0.2796934865900383,3.279218323798895e+248,0
4932.YDL110C,0.0403566400750821,0.0047711900282463,9.874408803844432e-05,0.4888735948612067,0.3641601061744035,1.1919635137244016e+249,0
4932.YDR099W,0.1559518223056468,0.0285784730229674,0.0007094776166167,0.5321734787313743,0.2177758174120755,4.276830492054673e+250,0
4932.YMR282C,0.015954950727358,0.0015852459026574,2.7421329004294803e-05,0.4670855556367356,0.2820811492913997,1.316195825548282e+248,0
4932.YBL102W,0.0348819020804004,0.0037144580221426,7.895510523822522e-05,0.4804960541149943,0.1972286187532824,7.224634213943265e+248,1
4932.YER035W,0.027217268887846,0.0038756774607693,4.088957540811359e-05,0.4781242988557325,0.3023054946515182,7.867149459753143e+248,0
4932.YLR374C,0.0001564210855623,6.762039872253198e-09,0.0,0.2444648388206952,0.0,2.3920347121520558e+237,0
4932.YML009C-A,0.0025027373689973,0.0003213089107631,2.825890427952536e-05,0.3899121737009026,0.35,5.4070880660477565e+246,0
4932.YPL139C,0.0222117941498514,0.0028717779034653,2.1711768430857342e-05,0.4788405362894165,0.3062631105783638,4.3180985159173763e+248,0
4932.YMR324C,0.0001564210855623,3.608859020057166e-07,0.0,0.2770771031075282,0.0,6.819484979476387e+240,0
4932.YOR294W,0.1055842327545753,0.0258449412771376,0.0002717200396991,0.512752646775746,0.4289218595450049,3.499613612906688e+250,1
4932.YLR262C,0.0983888628187079,0.0121278335541405,0.0004729167411062,0.5135764781491002,0.1884195923161828,7.7012734763284e+249,0
4932.YOL073C,0.0297200062568434,0.0041070683152096,5.386834413841211e-05,0.4834757619299705,0.174881648565859,8.833846824703487e+248,0
4932.YBR127C,0.0949475989363366,0.0180444937091904,0.0003691138040189,0.5107453862746665,0.2198335154767536,1.7052454834631494e+250,0
4932.YBR279W,0.0389488503050211,0.007048707940618,3.2739817912349346e-05,0.4907123119435063,0.3273416245627672,2.601869519731704e+249,0
4932.YOR242C,0.0062568434224933,0.0007488699185558,4.536488498973316e-06,0.4453190303705767,0.1833333333333333,2.936247358187193e+247,0
4932.YJR130C,0.0408259033317691,0.0056558812204949,0.0001169775354315,0.4890231775414977,0.2765399351606248,1.6752977049789927e+249,0
4932.YDR530C,0.007508212106992,0.0012550948933288,1.7627663058752605e-06,0.4521855990946385,0.301418439716312,8.250070865960828e+247,0
4932.YDR310C,0.0549038010323791,0.0064171168508409,0.0002534028209339,0.4981687836047689,0.1875783475783475,2.1559294865554862e+249,0
4932.YBR025C,0.1041764429845143,0.0263495656902963,0.00030349461149,0.513205426667737,0.3636252794147531,3.637063015776018e+250,0
4932.YOR236W,0.121852025653058,0.0228314995500842,0.0003922340070763,0.5187439143135346,0.2198355943781329,2.730115818498876e+250,1
4932.YOR027W,0.1338964492413577,0.0277809719400049,0.0004682888595368,0.524661469019286,0.2325845767065639,4.041988058609794e+250,0
4932.YGL017W,0.0334741123103394,0.0048963595092379,5.38884186716053e-05,0.485790273556231,0.2264051599315519,1.2554900304975955e+249,0
4932.YGR166W,0.0317534803691537,0.0030393520481192,5.268819283631302e-05,0.4845751534904873,0.3029312783495098,4.836293822523896e+248,0
4932.YPR197C,0.0100109494759893,0.0002987816157866,4.68363139520362e-05,0.4175156739811912,0.3343253968253968,4.674329877293456e+246,0
4932.YLR422W,0.0547473799468168,0.0081465381849904,0.0001239910161431,0.4981299672744273,0.2527384363487515,3.4748239005447312e+249,0
4932.YHR185C,0.0095416862193023,0.0008385236493218,1.512841272458302e-05,0.4452259906678738,0.1568306010928961,3.681784552824295e+247,0
4932.YKL106C-A,0.0006256843422493,0.0001439833041436,7.806727931897311e-09,0.3720321229050279,0.1666666666666666,1.085864510403215e+246,0
4932.YPR135W,0.0703894885030502,0.0107682125991718,0.0004451164132095,0.502554830595079,0.3551299183370452,6.071075494868524e+249,0
4932.YJL183W,0.0391052713905834,0.0035993593683253,0.0001429928789189,0.4869373143422957,0.1649799196787148,6.78348107272124e+248,0
4932.YDL198C,0.0403566400750821,0.0066344756797664,0.0001155770790008,0.4874571101791841,0.2428739480589991,2.3053651862452502e+249,0
4932.YOL097C,0.1271703425621773,0.0308429733430717,0.0003156148916059,0.5192916903582162,0.3373990390150207,4.983429227804133e+250,1
4932.YFL068W,0.0001564210855623,5.303807433847336e-05,0.0,0.346635579894811,0.0,1.4732379138625984e+245,0
4932.YER137C,0.00469263256687,0.0004465273187754,3.862199306973991e-06,0.4268260114835091,0.1701149425287356,1.0441418205885813e+247,0
4932.YDR484W,0.0508368528077584,0.0055744181803446,0.0001794021967976,0.4945845582546805,0.2234377967711301,1.6269739242796187e+249,0
4932.YDR518W,0.0929141248240262,0.0157404396025593,0.0003337682676064,0.5109494884910486,0.2176287892982665,1.2974688826558221e+250,0
4932.YIL033C,0.1460972939152197,0.0234450028471166,0.0006300891168423,0.5276929426330995,0.1974382101897817,2.8781328686671985e+250,0
4932.YDL236W,0.0605349601126231,0.0102049739520602,0.0001643887643653,0.4979747624240536,0.2240698343843301,5.454073193795729e+249,0
4932.YLR467W,0.0231503206632254,0.0017571957945443,0.0004104249532802,0.4785896092229376,0.1772384629527486,1.6170402634127766e+248,0
4932.Q0060,0.0247145315188487,0.0042436638391431,1.1263892118194277e-05,0.466199956245898,0.4057082963799081,9.43249316241131e+248,0
4932.YNL154C,0.0719536993586735,0.0102090119616609,0.0002155532204194,0.5030689329556185,0.2373590982286634,5.456594570996717e+249,0
4932.YPL154C,0.108243391209135,0.0157244733663396,0.0005428137451259,0.5158557250060518,0.1924286658357243,1.2947321780769832e+250,0
4932.YHL001W,0.1038636008133896,0.0279079910788115,0.0001678169609877,0.5135764781491002,0.4552917552563194,4.080414490888989e+250,0
4932.YOR192C-B,0.0057875801658063,0.0009007316313692,4.7328455660779046e-08,0.4125847047434656,0.5285285285285285,4.246444820642766e+247,0
4932.YHL039W,0.0372282183638354,0.0088461890627144,3.1308427863083246e-05,0.4791276324664618,0.4255221075772081,4.0998636581048485e+249,0
4932.YKL037W,0.0129829501016737,0.0011676840792622,4.576540204308467e-05,0.4699007717750827,0.1701439905965324,7.139288911879419e+247,0
4932.YBR061C,0.0946347567652119,0.0218313402684445,0.0004631065410189,0.5092400828421221,0.3899731815445241,2.4970307920677565e+250,0
4932.YGR038C-A,0.0062568434224933,0.0011029839053888,9.24043867057045e-08,0.4495464453976514,0.5333333333333333,6.368109823358247e+247,0
4932.YBL079W,0.0730486469576098,0.0135106080129894,0.0001678762520654,0.5045777426992897,0.2521252446903346,9.559955724362994e+249,0
4932.YNL058C,0.013139371187236,0.0013318687555161,2.083772497531616e-05,0.4782315978456014,0.2010900745840504,9.288077484984704e+247,0
4932.YOL040C,0.1234162365086813,0.0329924813149746,0.0001644223580734,0.5198406244917873,0.4105949187109558,5.7023112037767763e+250,1
4932.YDL037C,0.0081338964492413,0.0007542886115083,7.092245773506882e-06,0.4651484284051222,0.2096530920060332,2.979114206509233e+247,0
4932.YCR100C,0.024401689347724,0.0033173487751084,1.93454388885632e-05,0.4821630590542273,0.1894954507857733,5.761590371518479e+248,0
4932.YGL247W,0.0170498983262943,0.0019785909683761,2.9085615558884352e-05,0.4742229804910615,0.2672443085287121,2.0501453578923834e+248,1
4932.YLR408C,0.0034412638823713,0.0005343896213101,9.406217862963382e-07,0.4294639258363563,0.2857142857142857,1.4956056550214392e+247,0
4932.YDR543C,0.007038948850305,0.0003325297668593,0.0001034865618345,0.4045690418934312,0.2606060606060606,5.790668819205883e+246,0
4932.YLR450W,0.0553730642890661,0.0083385792192734,0.0001598826321555,0.4966594157862026,0.1884412861509899,3.641278084284646e+249,0
